,Attr2,Attr8,Attr9,Attr10,Attr15,Attr16,Attr17,Attr22,Attr26,Attr27,Attr34,Attr46,Attr64,class
5187,0.24716,2.7046,1.0136,0.66848,1390.3,0.26253,4.0459,0.029641,0.22552,0.27454,0.11993,0.93989,1.3926,0
5190,0.23155,3.0072,1.0459,0.69634,906.05,0.40285,4.3186,0.032553,0.35605,0.27706,0.14058,0.6169,1.6479,0
5192,0.34456,1.8005,1.0543,0.62039,840.85,0.43409,2.9023,0.10134,0.38193,0.63631,0.29411,0.99072,2.467,0
5195,0.71234,0.33851,1.0046,0.24113,3211.9,0.11364,1.4038,0.019753,0.1051,0.15138,0.02773,0.19856,3.01,0
5198,0.069153,12.849,1.3379,0.88858,117.25,3.1129,14.461,0.11252,3.1129,4.288,1.6272,3.2948,0.44639,0
5201,0.58665,0.7046,1.5646,0.41335,13396.0,0.027246,1.7046,0.0,0.027246,0.0,1.7459,0.6811,2.7227,0
5202,0.76924,-0.1755,1.0316,-0.135,3640.0,0.10027,1.3,0.066264,0.10077,0.37759,0.086143,0.43873,4.1607,0
5205,0.68235,0.46553,1.1754,0.31765,2991.8,0.122,1.4655,0.067327,0.122,2.339,1.6302,0.39976,1.7003,0
5206,0.6619,0.5108,0.77618,0.3381,5940.8,0.06144,1.5108,0.0,0.061506,0.0,0.60406,0.49826,1.1954,0
5207,0.53516,0.86862,1.3374,0.46484,697.44,0.52334,1.8686,0.18654,0.52524,11.122,2.1615,1.006,1.9476,0
5209,0.1792,3.7644,1.0193,0.67458,562.23,0.6492,5.5804,0.036091,0.59009,0.27028,0.2014,1.1829,1.7205,0
5210,0.70415,0.42014,1.5386,0.29585,851.94,0.42843,1.4201,0.24841,0.3669,9.9853,1.0575,0.7965,2.6016,0
5211,0.16848,4.3698,1.2927,0.7362,217.95,1.6747,5.9356,0.24898,1.3884,2.9276,1.4778,4.1147,3.4926,0
5214,0.49587,0.53321,1.1183,0.2644,1557.7,0.23432,2.0167,0.15375,0.23432,1.2869,0.31006,0.84753,2.3593,0
5215,0.095453,9.4763,1.5339,0.90455,91.668,3.9818,10.476,0.35097,3.9818,103.99,12.323,11.608,19.667,0
5220,0.70425,0.41994,1.2065,0.29575,2946.0,0.1239,1.4199,0.087238,0.10394,1.5166,1.5829,0.45584,1.5522,0
5224,0.36663,1.6534,1.1405,0.6062,761.19,0.47951,2.7275,0.17514,0.39392,1.2923,0.47771,1.3511,5.4087,0
5225,0.43877,1.2275,0.9683,0.53861,1935.9,0.18854,2.2791,0.073013,0.16063,3.5544,1.9676,1.2054,4.859,0
5240,0.49229,0.98652,1.0846,0.48566,1800.2,0.20276,2.0313,0.11785,0.20276,1.3425,0.2394,0.93384,5.4465,0
5245,0.40653,1.4599,1.259,0.59347,1029.5,0.35456,2.4599,0.16126,0.27564,3.0361,2.6989,1.0349,1.6617,0
5248,0.45616,1.1922,0.87438,0.54384,5537.1,0.065919,2.1922,0.017667,0.065184,0.43174,1.2078,0.67754,1.9767,0
5261,2.1741,-0.56396,0.95544,-1.2261,-6258.3,-0.058323,0.45996,-0.1098,-0.05373,-0.36743,-0.050503,0.16371,37.112,0
5263,0.29932,2.3409,1.6793,0.70068,888.02,0.41103,3.3409,0.10543,0.36127,11.544,4.8081,1.5427,10.908,0
5264,0.6583,0.51905,4.1556,0.3417,-4427.7,-0.082436,1.5191,-0.087106,-0.078683,-2.6766,6.5384,0.66287,21.696,0
5265,0.52503,0.90465,1.4789,0.47497,388.14,0.94039,1.9047,0.0,0.94039,0.0,0.38569,0.43231,3.3886,0
5285,0.8091,0.23593,2.3006,0.1909,1132.3,0.32235,1.2359,0.18415,0.32235,4.4966,2.6158,0.48806,4.1246,0
5288,0.60353,0.61325,1.1027,0.37011,1497.7,0.24371,1.6569,0.16975,0.19932,1.5571,0.28126,0.69904,2.5632,0
5289,0.53811,0.70901,1.2333,0.38153,763.99,0.47775,1.8583,0.19955,0.47775,2.6116,0.37083,0.78818,1.7256,0
5291,0.54466,0.83599,2.5169,0.45534,-5061.5,-0.072112,1.836,-0.13034,-0.072112,-1.2931,4.903,0.24162,3.9568,0
5293,0.44822,1.231,2.1825,0.55178,321.16,1.1365,2.231,0.43881,1.1365,19.976,3.9382,1.1133,5.3707,0
5295,0.55764,0.79326,1.4935,0.44236,3718.2,0.098166,1.7933,0.0058059,0.079326,0.12651,2.6624,1.5944,2.4095,0
5296,0.62878,0.50234,0.98384,0.31586,3185.8,0.11457,1.5904,0.030822,0.11158,0.17084,0.049019,0.7717,4.2264,0
5298,0.64839,0.54229,0.55086,0.35161,5019.3,0.072719,1.5423,0.0,0.072719,0.0,0.47617,0.78946,0.69922,0
5303,0.92608,0.07982,3.0798,0.07392,4953.3,0.073688,1.0798,0.069065,0.072082,8.3772,3.2607,0.86341,97.683,0
5309,0.23728,3.2145,1.0694,0.76272,367.46,0.99331,4.2145,0.19562,0.98156,5.4519,3.7493,20.293,7.2091,0
5315,0.36303,1.7546,1.5827,0.63697,2699.8,0.1352,2.7546,0.0038914,0.12225,0.58322,4.2825,0.60785,3.7716,0
5316,0.64624,0.5474,3.2477,0.35376,1528.2,0.23885,1.5474,0.13083,0.23885,1.811,4.9184,0.55439,5.059,0
5319,0.86394,0.15749,1.3109,0.13606,-2852.1,-0.12797,1.1575,-0.03109,-0.11768,-0.29011,1.1139,0.38301,7.6538,0
5330,0.25489,2.8984,0.85303,0.73877,-1280.1,-0.28513,3.9233,-0.098284,-0.21287,-1.8124,-0.3856,5.4034,1.177,0
5332,0.80298,0.24537,1.2153,0.19702,-5889.7,-0.061973,1.2454,0.016677,-0.075102,0.16153,1.4927,0.8608,71.753,0
5336,0.60276,0.63287,1.0997,0.38147,3353.5,0.10884,1.659,0.13101,0.13309,0.85318,0.21736,0.64163,5.2368,0
5340,0.21248,3.7019,1.0577,0.78657,839.82,0.43462,4.7064,0.081194,0.3279,0.45424,0.38214,1.9368,15.126,0
5341,0.25591,2.7321,1.1502,0.69916,484.35,0.75359,3.9077,0.1699,0.64044,1.5152,0.66393,0.58414,3.4793,0
5342,0.56272,0.7771,2.1744,0.43728,2006.9,0.18187,1.7771,0.16723,0.15567,2.0518,3.5595,1.8893,31.412,0
5356,0.065818,12.739,0.76552,0.83846,-365.0,-0.99999,15.193,-0.12479,-0.99999,-2.7057,-1.896,12.365,1.8595,0
5359,0.34915,1.8641,1.1288,0.65085,2611.2,0.13978,2.8641,0.015358,0.13294,0.62937,3.2488,0.64237,3.6247,0
5362,0.52989,0.8872,0.39039,0.47011,1636.5,0.22304,1.8872,0.0,0.22304,0.0,0.34495,3.9705,2.9939,0
5363,0.57344,0.74387,1.047,0.42656,1110.3,0.32874,1.7439,0.1464,0.27382,3.8761,0.92696,0.71133,2.019,0
5372,0.23794,3.2028,0.43109,0.76206,-258.66,-1.4111,4.2028,-0.19093,-1.3808,-0.99936,1.8663,5.9895,1.6985,0
5383,0.20671,3.8376,0.81261,0.79329,423.78,0.8613,4.8376,0.13538,0.8613,3.6715,3.2714,2.2626,1.7272,0
5386,0.33593,1.9369,1.096,0.65066,958.01,0.381,2.9768,0.092331,0.33132,0.97236,0.27485,1.1405,4.9613,0
5387,0.67948,0.45405,1.0281,0.30852,793.02,0.46026,1.4717,0.11979,0.46026,0.6864,0.1763,1.6755,8.406,0
5389,0.86583,0.15496,2.0442,0.13417,6010.2,0.060731,1.155,-0.0040387,0.056723,-0.11005,2.384,0.94355,16.311,0
5391,0.87546,0.14226,1.5922,0.12454,3591.0,0.10164,1.1423,0.12808,0.089452,2.2141,1.6618,0.91293,7.9187,0
5395,0.31421,2.1826,1.0759,0.68579,1069.6,0.34124,3.1826,0.068213,0.34124,0.81591,0.21709,0.28857,1.1376,0
5398,0.16425,5.049,0.86217,0.82928,235.38,1.5507,6.0884,0.25845,1.2296,3.1132,1.5736,4.1848,3.4558,0
5402,0.30221,2.0486,0.87458,0.61911,1008.8,0.36182,3.3089,0.078775,0.30289,0.66506,0.26066,1.539,1.7603,0
5406,0.40098,1.4706,1.1615,0.58969,371.11,0.98354,2.4939,0.31863,0.98354,3.6505,0.79463,1.6012,2.3334,0
5411,0.32604,2.0671,2.579,0.67396,213.53,1.7094,3.0671,0.52806,1.4125,15.614,6.3722,1.027,6.2254,0
5419,0.18937,4.2807,2.0905,0.81063,138.25,2.6402,5.2807,0.47982,2.6402,46.742,8.7485,2.0313,3.9742,0
5426,0.81688,0.22418,2.3975,0.18312,492.02,0.74184,1.2242,0.0,0.74184,0.0,1.7311,0.49924,12.484,0
5439,0.3955,1.4953,1.0484,0.59141,1475.5,0.24738,2.5284,0.092745,0.21112,0.50767,0.2345,1.4279,8.8293,0
5440,0.52988,0.88721,2.3246,0.47012,-193850.0,-0.0018829,1.8872,0.0,-0.0018829,0.0,3.8356,0.4786,3.3714,0
5444,0.77211,0.29516,1.7643,0.22789,4002.9,0.091185,1.2952,0.0,0.091185,0.0,1.3821,0.38042,9.008,0
5452,0.50261,0.94782,1.2566,0.47638,878.21,0.41562,1.9896,0.21105,0.31991,1.7762,0.4199,0.2668,5.6981,0
5453,0.60627,0.64944,2.0351,0.39373,890.01,0.41011,1.6494,0.30009,0.41011,4.5701,2.8589,0.7965,6.6702,0
5468,0.82432,0.21313,2.5703,0.17568,-26678.0,-0.013681,1.2131,0.06131,-0.024138,0.59467,3.0493,0.39631,3.5352,0
5472,0.64559,0.54897,2.5568,0.35441,-4053.6,-0.090045,1.549,-0.09603,-0.090045,-1.1341,3.9938,0.55446,6.1352,0
5473,0.61777,0.61872,1.0212,0.38223,-11015.0,-0.033137,1.6187,0.035105,-0.039141,0.23242,0.056825,1.0131,2.9526,0
5474,0.6673,0.49857,2.2899,0.3327,4679.5,0.078,1.4986,0.022861,0.077546,0.47983,3.3968,0.81297,2.6381,0
5480,0.7879,0.26919,1.5693,0.2121,6461.8,0.056486,1.2692,0.096104,0.042451,1.1511,1.8967,0.97433,8.4153,0
5491,0.66929,0.49413,0.42505,0.33071,-1186.0,-0.30776,1.4941,-0.14616,-0.30634,-1.8156,0.52291,0.14991,0.63064,0
5493,0.5429,0.73193,1.0126,0.39736,2250.5,0.16218,1.842,0.071684,0.14109,0.39601,0.13204,0.77207,5.4657,0
5494,0.93512,0.069383,2.0051,0.064881,-3118.9,-0.11703,1.0694,-0.10326,-0.1197,-2.7462,2.2406,0.36197,7.3063,0
5495,0.75021,0.33295,0.92308,0.24979,7308.9,0.049939,1.333,0.048371,0.049939,1.3283,1.1675,0.19222,3.078,0
5497,0.49532,1.0189,2.4699,0.50468,1631.3,0.22375,2.0189,0.095543,0.18203,3.1491,4.7867,0.77252,16.276,0
5498,0.44299,0.92293,1.0581,0.40885,980.96,0.37208,2.2574,0.1023,0.33497,1.1984,0.23092,0.85489,1.9243,0
5501,0.3596,1.7806,1.839,0.64032,1030.9,0.35405,2.7808,0.12137,0.29707,5.0871,4.6983,1.2618,4.9984,0
5502,0.44472,1.1975,1.0318,0.53256,-50495.0,-0.0072285,2.2486,-0.0016465,-0.0015162,-0.027357,-0.0037024,0.44216,0.94658,0
5504,0.30048,2.3262,2.9175,0.69898,361.14,1.0107,3.328,0.23781,1.0107,14.8,8.9287,0.51368,5.7216,0
5509,0.70359,0.42128,3.7382,0.29641,1438.1,0.2538,1.4213,0.10455,0.2538,1.3262,5.1335,0.91652,11.121,0
5511,0.324,2.0864,1.4363,0.676,625.76,0.58329,3.0864,0.13459,0.58329,18.015,4.0258,0.84499,1.9204,0
5521,0.6735,0.48477,4.7575,0.3265,895.14,0.40776,1.4848,0.0,0.40776,0.0,6.196,0.19807,9.5499,0
5523,0.66911,0.49452,2.1956,0.33089,5751.6,0.063461,1.4945,0.020052,0.05346,1.5078,3.2579,0.79562,8.604,0
5524,0.61732,0.61992,1.5375,0.38268,3498.7,0.10433,1.6199,-0.0036983,0.09911,-0.151,2.5338,1.0105,2.9276,0
5525,0.40396,1.4755,0.96313,0.59604,1231.0,0.2965,2.4755,0.086529,0.2965,4.4285,2.1869,0.55343,2.4105,0
5528,0.64118,0.55964,2.4099,0.35882,2150.6,0.16972,1.5596,0.089866,0.14755,3.2473,3.6083,0.85927,8.682,0
5529,1.1809,-0.15316,1.0901,-0.18086,-2439.7,-0.14961,0.84684,0.0,-0.14961,0.0,0.83905,0.24444,1.6046,0
5534,0.48412,1.0656,3.1019,0.51588,628.48,0.58077,2.0656,0.19808,0.49284,-985.24,5.9955,1.6171,30.586,0
5536,0.87381,0.14441,2.7061,0.12619,2859.8,0.12763,1.1444,0.079397,0.12763,17.159,3.0762,0.58938,5.9753,0
5537,0.3227,2.0989,3.2173,0.6773,344.33,1.06,3.0989,0.32541,0.87255,909.53,8.9237,2.2735,31.648,0
5538,0.70534,0.41776,1.125,0.29466,790.07,0.46199,1.4178,0.34497,0.38889,1.281,0.48909,1.1223,21.389,0
5540,0.44228,1.261,1.0713,0.55772,1204.5,0.30302,2.261,0.078383,0.29693,0.83444,0.17723,1.6437,1.9293,0
5541,0.6654,0.50254,1.1328,0.3344,2450.2,0.14897,1.5028,0.059105,0.14277,4.8936,1.4112,0.89876,2.2086,0
5542,0.25841,2.8698,1.5229,0.74159,206.97,1.7635,3.8698,0.42195,1.4657,5.5214,4.2938,3.2416,2.908,0
5543,0.36212,1.7615,0.90566,0.63788,1390.7,0.26246,2.7615,0.047713,0.25634,1.9235,2.3627,0.70115,1.1328,0
5551,0.60443,0.65446,1.4277,0.39557,1352.3,0.26991,1.6545,0.14998,0.22629,5.8899,2.0966,0.71938,2.4577,0
5553,0.55909,0.74851,1.1109,0.41848,1749.8,0.20859,1.7886,0.12338,0.20859,1.1784,0.22068,0.73001,3.2203,0
5555,1.0365,-0.035239,0.64498,-0.036526,-1857.8,-0.19647,0.96476,-0.22571,-0.19647,-4.0621,0.82418,0.4841,0.8624,0
5557,0.61483,0.62647,1.6871,0.38517,7531.2,0.048465,1.6265,0.048327,0.047755,0.5614,2.6896,0.66981,2.6013,0
5559,0.66414,0.50571,0.49708,0.33586,3356.9,0.10873,1.5057,0.048178,0.10708,0.86742,0.71547,0.50197,0.75273,0
5562,0.97678,0.02377,1.6564,0.023218,6934.8,0.052633,1.0238,0.071571,0.052633,1.0031,1.62,0.48015,3.6744,0
5563,0.56908,0.75723,1.0544,0.43092,1193.7,0.30578,1.7572,0.0,0.31146,0.0,1.1171,0.92506,1.7995,0
5566,0.92316,0.079344,1.1421,0.073247,10745.0,0.033969,1.0832,0.075273,0.033969,1.5596,0.081538,0.41162,0.72846,0
5574,0.59643,0.67665,1.0857,0.40357,2352.3,0.15517,1.6766,0.091006,0.13378,0.92331,0.15258,0.55784,1.7746,0
5576,0.63148,0.58359,0.88547,0.36852,1983.1,0.18405,1.5836,0.046919,0.16604,0.92616,1.3209,0.79815,1.3249,0
5577,0.8446,0.18399,1.4361,0.1554,3016.3,0.12101,1.184,0.13081,0.12101,1.7095,1.5701,0.44335,4.5331,0
5578,0.56682,0.76422,0.93699,0.43318,2371.0,0.15394,1.7642,0.022892,0.1424,0.98169,1.612,0.56984,1.5664,0
5579,0.46837,1.1351,0.92086,0.53163,1183.7,0.30836,2.1351,0.077856,0.2886,2.9855,1.8209,0.81937,1.4275,0
5580,0.27201,2.5986,1.1927,0.70684,511.98,0.71291,3.6763,0.13228,0.71291,2.5212,0.4863,0.95001,1.8593,0
5581,0.47767,1.0935,1.3681,0.52233,898.53,0.40622,2.0935,0.09558,0.37472,5.1531,2.7929,2.4042,3.2362,0
5584,0.89966,0.11153,2.362,0.10034,1785.5,0.20442,1.1115,0.12918,0.17901,2.2068,2.4772,0.26223,3.3613,0
5586,0.43744,1.253,1.051,0.54812,-1843.5,-0.198,2.286,0.042969,-0.21106,0.63896,0.09823,0.36941,0.77559,0
5587,0.72517,0.37899,1.1095,0.27483,3114.9,0.11718,1.379,0.045476,0.10145,13.322,1.4692,0.55684,1.4355,0
5593,0.65488,0.49893,1.0599,0.32674,1451.9,0.25139,1.527,0.070794,0.24644,0.41939,0.1081,0.53741,3.1562,0
5594,0.24808,3.031,0.72924,0.75192,1867.8,0.19542,4.031,0.050644,0.14698,3.2536,2.7585,1.5049,5.2534,0
5596,0.56772,0.76143,1.499,0.43228,2563.0,0.14241,1.7614,0.0,0.14241,0.0,1.8381,0.50209,2.2014,0
5599,0.77247,0.29455,2.1384,0.22753,1684.2,0.21672,1.2946,0.099091,0.20239,2.1892,2.6423,1.002,5.4334,0
5601,0.74582,0.33979,1.7337,0.25342,-5308.8,-0.068754,1.3408,-0.050751,-0.068754,-1.4134,2.3738,0.4312,2.4162,0
5602,0.31193,2.1452,1.0668,0.66916,780.22,0.46781,3.2058,0.11346,0.41559,0.77039,0.36374,1.2029,2.4135,0
5604,0.28417,2.5104,1.0967,0.7134,553.35,0.65962,3.519,0.12334,0.58312,0.99057,0.43404,2.0364,2.157,0
5606,0.83061,0.20268,0.92628,0.16834,-15125.0,-0.024132,1.2039,-0.025973,-0.015406,-0.171,-0.03127,0.34729,1.9588,0
5607,0.55151,0.81319,1.7025,0.44849,916.52,0.39825,1.8132,0.0,0.39825,0.0,2.2324,0.99363,2.9586,0
5609,0.63264,0.58069,1.5416,0.36736,3968.2,0.091981,1.5807,0.0064987,0.089357,0.48421,2.5063,0.57688,2.7216,0
5611,0.38221,1.6164,1.2797,0.61779,476.14,0.76658,2.6164,0.20808,0.76658,17.711,2.8299,0.91508,1.8942,0
5612,0.55949,0.78735,1.0976,0.44051,1454.2,0.25099,1.7873,0.090089,0.2252,3.4687,1.8297,0.64182,1.6603,0
5615,0.88039,0.051092,1.0547,0.044981,9310.0,0.039205,1.1359,0.077096,0.041744,0.60833,0.08757,0.56149,2.2294,0
5616,0.25016,2.9975,0.61094,0.74984,1784.5,0.20454,3.9975,0.0,0.20454,0.0,1.5173,1.8998,0.82405,0
5617,1.0541,-0.079195,0.98633,-0.083481,2181.3,0.16733,0.94866,-0.012484,0.15753,-0.044534,-0.011843,0.27545,5.6276,0
5620,0.63727,0.56919,2.2722,0.36273,1275.3,0.28621,1.5692,0.1306,0.23867,6.6965,3.3606,1.2028,17.62,0
5621,0.68431,0.46117,1.0475,0.31558,2305.3,0.15833,1.4613,0.064825,0.14674,0.48137,0.094729,0.40995,2.0383,0
5623,0.54034,0.8507,1.7519,0.45966,761.93,0.47904,1.8507,0.201,0.40794,6.1081,2.85,1.7246,5.8872,0
5624,0.8503,0.17605,2.6255,0.1497,2078.2,0.17563,1.1761,0.12178,0.14448,83.381,2.9494,1.1622,146.81,0
5627,0.71912,0.38889,1.1748,0.27966,2242.1,0.16279,1.3906,0.10533,0.16122,1.7701,0.14647,0.52832,0.91833,0
5629,1.1973,-0.20067,1.0943,-0.24027,55849.0,0.0065355,0.8352,-0.041877,0.032448,-0.16316,-0.034976,0.60702,11.52,0
5630,0.96893,0.0034546,0.99875,0.0033472,-13109.0,-0.027844,1.0321,0.012214,-0.021583,0.13011,0.012605,0.56763,3.5257,0
5632,0.82191,0.21668,0.44186,0.17809,-2001.0,-0.18241,1.2167,-0.1046,-0.18241,-1.2439,0.65517,1.3756,0.67863,0
5633,0.60138,0.66285,1.4024,0.39862,1421.0,0.25687,1.6628,0.13933,0.21177,3.2055,2.1159,0.75304,2.4681,0
5638,0.89678,0.1151,2.6288,0.10322,3177.6,0.11487,1.1151,0.11563,0.093425,3.4418,2.8273,0.74958,10.661,0
5639,0.49846,1.0062,1.9557,0.50154,1625.7,0.22452,2.0062,0.13376,0.19898,2.526,3.6783,0.79778,4.4981,0
5641,0.67915,0.47242,1.9078,0.32085,-2480.9,-0.14712,1.4724,-0.10655,-0.14712,-2.3236,3.1624,0.49416,3.2284,0
5642,0.41426,1.3975,0.99812,0.57894,1046.8,0.34868,2.4139,0.10828,0.29149,0.57855,0.26138,1.258,3.8468,0
5643,0.7841,0.27534,2.7291,0.2159,1111.9,0.32826,1.2753,0.27763,0.32826,7.4211,3.1192,0.78307,6.1807,0
5644,0.43405,1.3039,1.2008,0.56595,872.38,0.4184,2.3039,0.12189,0.37645,3.6579,2.5621,1.0652,2.0573,0
5646,0.65834,0.51896,1.5432,0.34166,1689.1,0.21609,1.519,0.0,0.21609,0.0,1.8916,0.66384,2.9108,0
5647,0.63448,0.40375,1.0996,0.25617,1832.3,0.1992,1.5761,0.1111,0.21975,1.145,0.1751,0.83219,2.3141,0
5650,0.93221,0.072715,2.1189,0.067786,2303.3,0.15847,1.0727,0.1269,0.15847,5.2048,2.1266,0.87107,16.565,0
5651,0.71073,0.31467,1.0939,0.22365,30582.0,0.011935,1.407,0.13044,0.028823,1.4398,0.18353,1.0752,2.1242,0
5652,0.89322,0.11955,1.7582,0.10678,307.03,1.1888,1.1196,6.7332e-05,1.1888,0.082404,0.27385,0.71088,9.1045,0
5655,0.53165,0.84407,1.2715,0.44875,738.05,0.49455,1.8809,0.22641,0.49455,2.7296,0.42588,0.76379,1.5102,0
5656,0.44424,1.251,2.3269,0.55576,1107.8,0.32948,2.251,0.17585,0.25967,3.3887,4.8074,1.3773,16.313,0
5657,0.68089,0.46867,0.94282,0.31911,3523.3,0.1036,1.4687,0.13965,0.087911,1.5421,1.1134,1.2721,10.64,0
5658,0.62703,0.59482,0.95817,0.37297,2142.4,0.17037,1.5948,0.084397,0.14725,6.0804,1.4377,0.81581,1.2986,0
5665,0.58051,0.72262,0.48027,0.41949,2267.3,0.16098,1.7226,-0.0073977,0.16259,-0.25715,0.94123,0.43528,0.5839,0
5669,0.58428,0.6789,1.1665,0.39667,1948.7,0.1873,1.7115,0.10653,0.16526,1.387,0.18232,1.342,1.1688,0
5670,0.071557,12.975,1.2223,0.92844,89.491,4.0786,13.975,0.21436,4.0779,2.2964,2.9957,5.9084,2.3416,0
5671,0.112,7.929,1.124,0.888,228.38,1.5982,8.929,0.10987,1.3802,1.2461,0.98106,2.5812,1.4309,0
5672,0.74507,0.34216,1.1282,0.25493,2138.0,0.17072,1.3422,0.079292,0.13817,2.7585,1.3801,0.59492,2.0739,0
5674,0.64404,0.55271,1.0817,0.35596,1591.1,0.2294,1.5527,0.094953,0.20264,0.84106,0.14743,0.70194,2.3319,0
5675,0.6947,0.43948,1.0385,0.3053,3584.2,0.10183,1.4395,0.042305,0.097855,0.3813,0.060897,0.29792,1.5253,0
5677,0.44106,1.2673,0.73266,0.55894,1065.8,0.34246,2.2673,0.10086,0.30214,10.398,1.1457,0.51657,0.94758,0
5680,0.50431,0.94473,1.0598,0.47644,807.42,0.45206,1.9829,0.1382,0.39714,0.62517,0.27404,1.0709,6.8147,0
5682,0.78095,0.2805,2.0744,0.21905,2374.0,0.15375,1.2805,0.10092,0.15375,2.4143,2.5393,0.73904,4.312,0
5683,0.5105,0.92059,1.1193,0.46996,1881.0,0.19405,1.9589,0.080194,0.18227,1.0894,0.15709,0.73624,1.0872,0
5685,0.32871,2.0422,0.84431,0.67129,889.14,0.41051,3.0422,0.10406,0.38324,2.9957,1.9374,0.71573,1.0527,0
5686,0.73012,0.2986,1.0319,0.21801,1849.0,0.19741,1.3696,0.084721,0.19741,0.60744,0.11604,0.56834,2.6261,0
5689,0.48287,1.0709,1.3851,0.51713,1008.8,0.36181,2.0709,0.11592,0.35862,16.033,2.6559,0.84067,2.8213,0
5691,0.80774,0.21692,1.0477,0.17521,3175.6,0.11494,1.238,0.062329,0.10475,0.62095,0.077164,0.5411,1.5947,0
5692,0.39287,1.5454,0.74017,0.60713,1745.9,0.20906,2.5454,0.0,0.20906,0.0,1.3909,0.99293,1.0744,0
5694,0.63701,0.38243,1.0164,0.24361,2881.7,0.12666,1.5698,0.035934,0.11851,0.1643,0.05641,0.80492,4.2492,0
5696,0.87973,0.13671,0.91213,0.12027,14510.0,0.025156,1.1367,0.025677,0.016394,1.5829,1.0302,0.4316,1.3236,0
5701,0.69145,0.44625,1.9915,0.30855,1903.9,0.19171,1.4462,0.087775,0.16323,5.4805,2.7589,0.90096,8.3169,0
5704,0.58154,0.62077,1.0068,0.361,2133.8,0.17105,1.7196,0.080165,0.15356,0.60471,0.13785,0.69778,5.321,0
5705,0.6943,0.4403,1.817,0.3057,-6830.7,-0.053435,1.4403,0.0077618,-0.053435,0.12572,2.595,1.153,80.916,0
5706,0.85028,0.17608,1.7902,0.14972,1800.7,0.2027,1.1761,0.0,0.2027,0.0,1.4793,1.0624,7.3098,0
5707,0.65181,0.45453,1.0312,0.29627,11387.0,0.032054,1.5342,0.047077,0.040986,0.40657,0.072225,0.54014,2.3676,0
5708,1.0541,-0.079195,0.98633,-0.083481,2181.3,0.16733,0.94866,-0.012484,0.15753,-0.044534,-0.011843,0.27545,5.6276,0
5709,0.69376,0.44141,1.8997,0.30623,8329.2,0.043821,1.4414,0.036654,0.038813,0.46507,2.6831,0.99361,4.1258,0
5712,0.52139,0.91794,1.9093,0.47861,1510.3,0.24168,1.9179,0.10534,0.24168,18.313,3.6911,1.5177,3.5073,0
5713,0.65894,0.51758,1.034,0.34106,2581.2,0.14141,1.5176,0.0,0.14141,0.0,1.1061,0.62729,1.4164,0
5714,0.63567,0.57315,1.4993,0.36433,1261.0,0.28946,1.5732,0.14248,0.25881,5.7887,2.1457,1.0358,3.1262,0
5716,0.27476,2.6395,1.5192,0.72524,594.3,0.61417,3.6395,0.14336,0.49754,22.316,5.9788,2.0407,3.7596,0
5718,0.73067,0.36861,1.997,0.26933,2907.1,0.12556,1.3686,0.062061,0.12556,1.2692,2.6706,0.65328,3.8126,0
5719,0.38279,1.6124,0.69862,0.61721,-1972.9,-0.18501,2.6124,-0.092774,0.16235,-2.1699,1.9235,1.6323,1.3504,0
5722,0.32464,2.0803,1.0251,0.67536,15301.0,0.023855,3.0803,-0.060273,0.034433,-1.6466,3.2426,0.90653,1.8698,0
5724,0.70833,0.41177,0.47077,0.29167,5416.3,0.067389,1.4118,0.01904,0.067389,2.2934,0.68083,0.58983,0.60839,0
5727,0.55985,0.77431,1.0021,0.4335,4314.0,0.084607,1.7862,0.033866,0.080393,0.38723,0.060491,0.90957,1.1534,0
5728,0.55985,0.77431,1.0021,0.4335,4314.0,0.084607,1.7862,0.033866,0.080393,0.38723,0.060491,0.90957,1.1534,0
5736,0.83877,0.19221,2.6581,0.16123,4634.5,0.078757,1.1922,0.05796,0.066083,2.759,3.1246,0.77236,13.892,0
5737,0.41553,1.4065,2.7069,0.58447,1759.6,0.20743,2.4065,0.0,0.20743,0.0,5.8897,0.93894,4.7676,0
5746,0.1339,6.4683,1.2881,0.8661,119.13,3.0639,7.4683,0.30142,3.0639,23.053,7.4209,4.9815,3.4963,0
5749,0.61748,0.61949,1.1523,0.38252,2757.3,0.13237,1.6195,0.0,0.13237,0.0,1.766,0.94157,1.8986,0
5752,0.22081,3.2865,1.1073,0.72568,358.06,1.0194,4.5288,0.1985,0.91183,1.027,0.89897,3.4921,9.513,0
5753,0.55177,0.81236,2.59,0.44823,1435.0,0.25435,1.8124,0.10488,0.22167,2.4128,4.7039,0.48262,5.9945,0
5755,0.30292,2.3012,1.1645,0.69708,610.82,0.59756,3.3012,0.14109,0.51843,1.6036,0.46577,1.4705,1.4297,0
5757,0.59641,0.67669,2.4362,0.40359,1497.7,0.24371,1.6767,0.069776,0.22037,6.8869,3.9548,0.75656,10.986,0
5759,1.0916,-0.083942,1.1161,-0.091634,-1565.0,-0.23323,0.91606,-0.0035595,-0.23323,-0.011339,1.0233,0.11514,2.8033,0
5761,0.30288,2.3016,3.0667,0.69712,367.49,0.99322,3.3016,0.257,0.99322,12.49,9.2839,2.6847,9.5562,0
5766,0.67932,0.46357,1.1477,0.31492,2137.6,0.17075,1.4721,0.1317,0.15471,1.475,0.19388,0.51791,1.5339,0
5767,0.67661,0.47795,0.72203,0.32339,6057.7,0.060254,1.4779,0.044921,0.046703,2.9122,1.0151,0.65256,0.99287,0
